request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_233,3766017.20,affordable_with_plan,partial_payment,2025-11-07:3766017.20|2025-11-15:2474982.80,2025-11-15,none,"Regarding “Would paying the full deposit leave enough for my other commitments? The landlord has asked for a deposit of IDR 6,241,000.”: pay IDR 3766017.20 today and the remaining IDR 2474982.80 later. This completes the full request and keeps the IDR 10365700 minimum protected. Using confirmed pay IDR 16910000 from 2025-11-15."
request_234,223.42,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Regarding “I'm considering paying an extra EUR 1,213.30 off the loan.”: pay EUR 1213.30 in full on 2026-09-15. Paying earlier would take the balance below the EUR 700 minimum."
request_235,967.20,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Regarding “How much of the course fee can I manage without cutting into essentials? I need to decide by 25 October 2024.”: pay USD 967.20 today. This leaves at least USD 700 available over the next 90 days. Using unconfirmed credits ignored.
request_236,5890027.86,not_affordable,not_recommended,none,,none,"Regarding “The move requires a IDR 52,383,000 deposit.”: do not proceed with the IDR 52383000 request. Although IDR 5890027.86 is available today, the full amount cannot be completed safely within 90 days."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Regarding “Would committing to the membership leave enough for my upcoming bills? Renewing the membership would cost IDR 23,826,000.”: pay IDR 23826000 today. This leaves at least IDR 22431500 available over the next 90 days. Using no further salary projected."
request_238,0,not_affordable,not_recommended,none,,none,Regarding “I'm planning an investment contribution of USD 663.60.”: do not make this payment by 2025-02-16. None of the available options keeps the USD 700 minimum protected. Using confirmed pay USD 912; no further salary projected.
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Regarding “Would investing this amount leave my upcoming bills covered? I need to decide by 24 May 2025.”: pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,13089.98,not_affordable,not_recommended,none,,none,"Regarding “The current quote for the trip is INR 101,200.”: do not proceed with the INR 101200 request. Although INR 13089.98 is available today, the full amount cannot be completed safely within 90 days. Using confirmed pay INR 62000 from 2026-01-15; unconfirmed credits ignored."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Regarding “Should I send the full amount, send part of it, or wait? I need to make a family transfer of IDR 21,052,000.”: use 3 installments of IDR 7298026.67, starting 2024-03-17. This leaves at least IDR 19252000 available. Using no further salary projected."
request_242,17.88,not_affordable,not_recommended,none,,none,"Regarding “I would like to repay an additional EUR 1,966.80.”: do not proceed with the EUR 1966.80 request. Although EUR 17.88 is available today, the full amount cannot be completed safely within 90 days. Using confirmed pay EUR 968 from 2025-08-15."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Regarding “Can I cover the full repair now and still manage my essential expenses? I need to decide by 9 August 2026.”: pay ZAR 17468 today. This leaves at least ZAR 19900 available over the next 90 days.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Regarding “I want to send ZAR 49,918 to my family.”: pay ZAR 49918 today. This leaves at least ZAR 45900 available over the next 90 days."
request_245,0,not_affordable,not_recommended,none,,none,"Regarding “Should I pay for the repair in full, split the payment, or wait? I need to cover an urgent repair of INR 128,500.”: do not make this payment by 2026-01-15. None of the available options keeps the INR 94600 minimum protected. Using confirmed pay INR 1680 from 2025-11-15."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Regarding “I'm considering a professional course priced at ZAR 64,086.”: use 3 installments of ZAR 22216.48, starting 2026-04-03. This leaves at least ZAR 39300 available. Using no further salary projected."
request_247,1059.30,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,Regarding “Can I make the full transfer without falling short on my own bills? I need to decide by 8 November 2024.”: pay EUR 1059.30 today. This leaves at least EUR 1300 available over the next 90 days. Using confirmed pay EUR 1528.56.
request_248,496.98,not_affordable,not_recommended,none,,none,"Regarding “I'm considering setting aside USD 1,965.60 for an investment.”: do not proceed with the USD 1965.60 request. Although USD 496.98 is available today, the full amount cannot be completed safely within 90 days. Using confirmed pay USD 1548; unconfirmed credits ignored."
request_249,167.96,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,"Regarding “Is the full membership fee affordable today, or should I wait? The annual plan comes to USD 643.20.”: pay USD 643.20 in full on 2026-03-15. Paying earlier would take the balance below the USD 600 minimum. Using confirmed pay USD 702."
request_250,15365.18,not_affordable,not_recommended,none,,none,"Regarding “The extra repayment I'm considering is ZAR 124,278.”: do not proceed with the ZAR 124278 request. Although ZAR 15365.18 is available today, the full amount cannot be completed safely within 90 days. Using confirmed pay ZAR 53680 from 2024-12-15."
request_251,1513.60,not_affordable,not_recommended,none,2025-05-03,none,Regarding “Is it safe to cover the full course fee by the deadline? I need to decide by 6 June 2025.”: do not make this payment by 2025-06-06. None of the available options keeps the EUR 1300 minimum protected.
request_252,4658482.38,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,"Regarding “My family needs a transfer of IDR 28,082,000.”: pay IDR 28082000 in full on 2026-08-15. Paying earlier would take the balance below the IDR 15152200 minimum. Using unconfirmed credits ignored."
request_253,1443.16,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Regarding “Would paying the full deposit leave enough for my other commitments? I need to pay a EUR 2,840.20 rental deposit.”: use 3 installments of EUR 984.60, starting 2024-03-21. This leaves at least EUR 2300 available."
request_254,607.90,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Regarding “The annual membership costs USD 3,535.20.”: pay USD 3535.20 in full on 2025-10-15. Paying earlier would take the balance below the USD 2500 minimum. Using unconfirmed credits ignored."
request_255,1744696.36,not_affordable,not_recommended,none,,none,"Regarding “How much can I safely send to my family today? I need to decide by 15 June 2026.”: do not proceed with the IDR 3345000 request. Although IDR 1744696.36 is available today, the full amount cannot be completed safely within 90 days."
request_256,150507.32,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Regarding “I'm thinking of investing INR 218,700.”: use 3 installments of INR 75816, starting 2024-06-10. This leaves at least INR 168600 available. Using confirmed pay INR 214000 from 2024-06-15; unconfirmed credits ignored."
request_257,499.50,affordable_later,wait,2025-12-15:1352.40,2025-12-15,none,"Regarding “Would committing to the membership leave enough for my upcoming bills? I'm considering a yearly membership for USD 1,352.40.”: pay USD 1352.40 in full on 2025-12-15. Paying earlier would take the balance below the USD 1600 minimum."
request_258,1113.60,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Regarding “I want to put USD 1,113.60 into an investment.”: pay USD 1113.60 today. This leaves at least USD 500 available over the next 90 days."
request_259,251.54,affordable_later,wait,2024-11-15:935,2024-11-15,none,"Regarding “Is the full membership fee affordable today, or should I wait? I need to decide by 15 November 2024.”: pay EUR 935 in full on 2024-11-15. Paying earlier would take the balance below the EUR 600 minimum."
request_260,7426921.74,not_affordable,not_recommended,none,,none,"Regarding “The repair I need is priced at IDR 52,079,000.”: do not proceed with the IDR 52079000 request. Although IDR 7426921.74 is available today, the full amount cannot be completed safely within 90 days."
request_261,1830.40,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Regarding “Can I pay the rental deposit by the requested date? The landlord has asked for a deposit of EUR 1,830.40.”: pay EUR 1830.40 today. This leaves at least EUR 1500 available over the next 90 days. Using internal transfers ignored."
request_262,0,not_affordable,not_recommended,none,,none,"Regarding “The course I want to take is IDR 9,236,000.”: do not make this payment by 2025-01-24. None of the available options keeps the IDR 31018500 minimum protected. Using confirmed pay IDR 48260000; no further salary projected."
request_263,0,not_affordable,not_recommended,none,,none,"Regarding “Should I pay for the course now, use installments, or wait? I need to decide by 15 June 2025.”: do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24100 minimum protected. Using confirmed pay ZAR 1485 from 2025-05-15."
request_264,26842.08,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Regarding “I've received a repair quote for INR 111,300.”: pay INR 111300 in full on 2026-06-15. Paying earlier would take the balance below the INR 59500 minimum."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Regarding “How much can I safely send to my family today? I want to send INR 45,970 to my family.”: pay INR 45970 today. This leaves at least INR 189700 available over the next 90 days. Using seasonal/assignment pay still projected after this contract."
request_266,805.50,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-15,none,"Regarding “I'm planning an investment contribution of EUR 935.”: use 3 installments of EUR 324.13, starting 2025-08-03. This leaves at least EUR 900 available."
request_267,1689.34,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Regarding “How much of the rental deposit can I safely pay today? I need to decide by 17 March 2026.”: use 3 installments of EUR 667.33, starting 2026-01-08. This leaves at least EUR 1500 available."
request_268,1033.68,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Regarding “The additional loan payment would be EUR 2,426.60.”: use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 1400 available. Using unconfirmed credits ignored."
request_269,10042.14,affordable_later,wait,2025-11-15:15490,2025-11-15,none,"Regarding “Would sending the money now leave enough for my upcoming expenses? I need to make a family transfer of ZAR 15,490.”: pay ZAR 15490 in full on 2025-11-15. Paying earlier would take the balance below the ZAR 23100 minimum. Using confirmed pay ZAR 38280 from 2025-11-15; unconfirmed credits ignored."
request_270,104.38,not_affordable,not_recommended,none,,none,"Regarding “I'm thinking of investing USD 3,028.80.”: do not proceed with the USD 3028.80 request. Although USD 104.38 is available today, the full amount cannot be completed safely within 90 days."
request_271,16815.90,affordable_later,wait,2024-11-15:91300,2024-11-15,none,Regarding “Does paying for the trip now leave enough for the rest of the month? I need to decide by 15 November 2024.”: pay INR 91300 in full on 2024-11-15. Paying earlier would take the balance below the INR 58200 minimum. Using confirmed pay INR 103000.
request_272,5343820.94,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Regarding “I have IDR 13,585,000 in mind as an extra loan payment.”: use 3 installments of IDR 4709466.67, starting 2025-02-12. This leaves at least IDR 7508600 available. Using unconfirmed credits ignored."
request_273,11066571.52,affordable_with_plan,partial_payment,2026-04-07:11066571.52|2026-04-15:4794428.48,2026-04-15,none,"Regarding “Should I pay for the course now, use installments, or wait? Enrolment for the course comes to IDR 15,861,000.”: pay IDR 11066571.52 today and the remaining IDR 4794428.48 later. This completes the full request and keeps the IDR 18774600 minimum protected. Using internal transfers ignored."
request_274,2343.04,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Regarding “I want to put another EUR 2,713.70 toward my loan.”: use 3 installments of EUR 940.75, starting 2024-12-04. This leaves at least EUR 1800 available. Using unconfirmed credits ignored."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Regarding “Should I pay for the repair in full, split the payment, or wait? I need to decide by 22 July 2025.”: pay IDR 15884000 today. This leaves at least IDR 12760100 available over the next 90 days. Using unconfirmed credits ignored."
